Tarih,Boy,Kilo,Beden,Yorum,Ürün Adı
14 Ocak 2025,Boy: 163cm,Kilo: 50kg,Beden: XS,Kuzenime aldım biraz kalın kumaşı var,TRENDYOLMİLLA Lacivert Mini Triko Tek Omuz Elbise TWOSS24EL00264
04 Kasım 2024,Bilgi mevcut değil,Bilgi mevcut değil,size: S,Hic hos gorunmuyor kumasi cok kalin durusu cok garip kotu,TRENDYOLMİLLA Lacivert Mini Triko Tek Omuz Elbise TWOSS24EL00264
07 Ekim 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: L,çok şık bir ürün teşekkürler,TRENDYOLMİLLA Lacivert Mini Triko Tek Omuz Elbise TWOSS24EL00264
23 Temmuz 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: S,Duruşu çok güzel ama askılı olan kısımı omzumdan düşüp duruyordu. Birde kumaşı yaz için fazla kalın geldi o yüzden iade,TRENDYOLMİLLA Lacivert Mini Triko Tek Omuz Elbise TWOSS24EL00264
03 Haziran 2024,Boy: 167cm,Kilo: 55kg,Beden: M,Rengi ve duruşu güzel ama çok kalın kararsız kaldım iade edip etmemekte,TRENDYOLMİLLA Lacivert Mini Triko Tek Omuz Elbise TWOSS24EL00264
23 Temmuz 2024,Boy: 167cm,Kilo: 67kg,Beden: M,Kumaş o kadar kalın ki. İade etmek zorunda kaldım.,TRENDYOLMİLLA Lacivert Mini Triko Tek Omuz Elbise TWOSS24EL00264
20 Temmuz 2024,Boy: 162cm,Kilo: 55kg,Beden: S,mevsim geçişlerinde Jean montlarla ideal. yazlık bi parça değil. duruşu ve örme dokusu kaliteli,TRENDYOLMİLLA Lacivert Mini Triko Tek Omuz Elbise TWOSS24EL00264
03 Haziran 2024,Boy: 178cm,Kilo: 64kg,Beden: M,o kadar kalin ki fenalik gecirdim hangi kafayla YAZLIK ACIK elbiseyi bu kumastan yaptiniz?????,TRENDYOLMİLLA Lacivert Mini Triko Tek Omuz Elbise TWOSS24EL00264
11 Kasım 2024,Boy: 168cm,Kilo: 88kg,Bilgi mevcut değil,85 kilo 169 boy 42 beden aldım bi tık bol oldu,Trendyol Curve Mavi Rigid Denim Büyük Beden Elbise
09 Ocak 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,Dün sipariş verdim bugün elime geçti. Çok teşekkür ederim. Ürüne de bayıldım gerçekten benim doğumlardan dolayı alt göbeğim var ama hiç belli olmadı çok şık durdu 🤗,Trendyol Curve Mavi Rigid Denim Büyük Beden Elbise
13 Kasım 2024,Bilgi mevcut değil,Bilgi mevcut değil,size: 44,çok guzel ama benim bedenime uygun degildi,Trendyol Curve Mavi Rigid Denim Büyük Beden Elbise
09 Ekim 2024,Boy: 162cm,Kilo: 95kg,Beden: 44,Bayıldımmm kumaşı kalitesi mükemmel. Tam beden alabilirsiniz,Trendyol Curve Mavi Rigid Denim Büyük Beden Elbise
21 Ocak 2025,Boy: 175cm,Kilo: 83kg,Beden: 44,harika elbise 80 kilo 1.75 boy basenliyim önden harika ama bel boşlugum coktu daralttırcam,Trendyol Curve Mavi Rigid Denim Büyük Beden Elbise
20 Ocak 2025,Boy: 160cm,Kilo: 90kg,Beden: 48,sonuna kadar hakediyor verdiğim parayı 10 yıldız ürün çok kaliteli kesinlikle dolabınızda olmalı,Trendyol Curve Mavi Rigid Denim Büyük Beden Elbise
19 Ocak 2025,Boy: 160cm,Kilo: 105kg,Beden: 48,ben hic begenmedm kumasi sanki kirli gibi suruyor ve cok kotu kokuyordu ben kendi bedenimde aldm ama yinede olmadi iade edicem 112 kg ya 48 beden olmadi,Trendyol Curve Mavi Rigid Denim Büyük Beden Elbise
10 Ocak 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,o kadar kaliteli ve üstte o kadar güzel duruyor ki bence her dolapta olmalı. ben kendi bedenimi aldım tam üzerime oturdu bir beden büyük alınabilir. kot olduğu için esneme yapmıyor bu da giyerken ve çıkarırken biraz uğraştırıyor. uzunluğu da bana fazla uzun geldi biraz kisaltacagim boyum 164 dizlerimin altına geldi,Trendyol Curve Mavi Rigid Denim Büyük Beden Elbise
06 Ocak 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 44,Çok beğendim.,Trendyol Curve Mavi Rigid Denim Büyük Beden Elbise
23 Aralık 2024,Boy: 155cm,Kilo: 88kg,Beden: 46,elbise çok güzel,Trendyol Curve Mavi Rigid Denim Büyük Beden Elbise
