Tarih,Boy,Kilo,Beden,Yorum,Ürün Adı
07 Mart 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 36,"Elbise çok güzel, renkleri desenii bayıldım. Tam bir yaz elbisesi 💙",TRENDYOLMİLLA Mavi Çiçekli Keten Görünümlü Midi Dokuma Elbise TWOSS25EL00045
04 Mart 2025,Boy: 169cm,Kilo: 83kg,Beden: 40,efsaneeeeee bir elbise bayıldım 😍,TRENDYOLMİLLA Pembe A-Kesim Taş Aksesuar Detaylı Dokuma Kısa Şık Elbise TPRSS25EL00196
10 Aralık 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: L,Ürün üzerime küçük geldi,Edit by Trendyol Siyah A-Kesim Astarlı Şifon Dokuma Kısa Elbise TEDAW25EL00051
07 Aralık 2024,Boy: 167cm,Kilo: 59kg,Beden: S,Aşırı kısa s beden aldım önden görünüşünü çok beğenmedim tek güzel yanı sırt dekoltesi,Edit by Trendyol Siyah A-Kesim Astarlı Şifon Dokuma Kısa Elbise TEDAW25EL00051
07 Mart 2025,Boy: 155cm,Kilo: 52kg,Beden: S,155 boy 53 kilo S beden aldım gayet güzel hoş kumaşı var.,Edit by Trendyol Siyah A-Kesim Astarlı Şifon Dokuma Kısa Elbise TEDAW25EL00051
15 Ocak 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: S,giyilecek gibi değil çok kısa,Edit by Trendyol Siyah A-Kesim Astarlı Şifon Dokuma Kısa Elbise TEDAW25EL00051
13 Aralık 2024,Boy: 165cm,Kilo: 55kg,Beden: M,Ürün cok kısa ve önden güzel durmuyor hoşuma gitmedi iade edicem,Edit by Trendyol Siyah A-Kesim Astarlı Şifon Dokuma Kısa Elbise TEDAW25EL00051
11 Aralık 2024,Boy: 160cm,Kilo: 47kg,Beden: XS,ürün çok güzel ama gerçekten çok kısa 160 boy 48 kiloya xs aldım biraz zor kapandı fermuarı. ayrıca boyun kısmı çok dar ama tek düğmeyi kapatarak hallettim. kısalığını çok umursamayanlar alabilir bende ince yarı opak çorap ile giyeceğim o yüzden sorun yok.,Edit by Trendyol Siyah A-Kesim Astarlı Şifon Dokuma Kısa Elbise TEDAW25EL00051
09 Aralık 2024,Boy: 155cm,Kilo: 47kg,Beden: XS,Harika bir ürün bayıldım,Edit by Trendyol Siyah A-Kesim Astarlı Şifon Dokuma Kısa Elbise TEDAW25EL00051
08 Aralık 2024,Boy: 156cm,Kilo: 65kg,Beden: L,Arkasında fermuar var bu sebeple baseniniz yada poponuz büyükse belden aşağısı oturmayacaktır. Bende de benzer bir durum oldu bu yüzden iade,Edit by Trendyol Siyah A-Kesim Astarlı Şifon Dokuma Kısa Elbise TEDAW25EL00051
