Tarih,Boy,Kilo,Beden,Yorum,Ürün Adı
29 Temmuz 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,"Ürünün üst kısmı dar , ve bu yüzden 2 kere iade ettim .",Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012
25 Temmuz 2024,Boy: 172cm,Kilo: 100kg,Beden: 50,Elbise çok güzel çok beyenerek aldım ama kalıbı baya geniş 1 beden küçük alınmalı,Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012
11 Temmuz 2024,Boy: 165cm,Kilo: 98kg,Beden: 48,Aşırı güzel tam bedeninizi alın. Efsane bir renk mükemmel ötesi çok şık kurtarıcı bir parça,Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012
10 Temmuz 2024,Boy: 160cm,Kilo: 100kg,Beden: 48,beden olmadı iade,Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012
09 Temmuz 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,"Ürün çok güzel şifon elbise ben yorumlara bakarak aldım büyük oldu iade edip küçük beden alıcam 1,65 boy 80 kilo 46 beden",Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012
17 Şubat 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 50,Ürün gayet güzel ama 2 beden falan büyük oldu benim göğsüm 118 kalça 137 bel 111 50 beden aldım tam olur diye düşündüm ama aşırı büyük bence küçük alınmalı 1 2 beden,Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012
09 Ekim 2023,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 52,"Elbise zamansız bir parça, her zaman giyilebilecek bir elbise, rengi tam bordo açık ya da koyu değil. Ben bir beden büyük tercih ettim, çok rahat oldu.",Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012
11 Eylül 2023,Boy: 168cm,Kilo: 110kg,Beden: 50,ürün çok güzel fakat ben olmaz diye büyük beden aldım kesinlikle bedeninizin 1 küçüğünü alın oluyor ve çokta güzel oturuyor ben bol sevdiğim için sorun olmadi,Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012
19 Ağustos 2023,Bilgi mevcut değil,Bilgi mevcut değil,Bilgi mevcut değil,"Harika bir elbise 44 beden aldım. Boy 161 kilo 83. Benim üst bedenim alt bedenimden küçük, göğüs kısmında hafif bi bolluk var, 42 de alsam olurmuş. Kalça kısmı çok rahat oldu çünkü Rengi görseldeki gibi çok güzel.",Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012
18 Ağustos 2023,Bilgi mevcut değil,Bilgi mevcut değil,Bilgi mevcut değil,bayildimmm ben tereddüt ettiğim için 1 beden büyük söylemiştim ama kendi bedenimi alsam da olurmuş büyük geldi cunku ama sorun olmadı daha rahat oldu,Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012
29 Temmuz 2023,Boy: 170cm,Kilo: 92kg,Bilgi mevcut değil,Çok hoş bir elbise kesinlikle herkesin dolabın da olması lazım kendi bedeninizi alabilirsiniz 🌸,Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012
