Tarih,Boy,Kilo,Beden,Yorum,Ürün Adı
21 Haziran 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,"86 kilo 1.66 boyunda biri olarak (110 göğüs, 110 bel, 122 kalça sizde ölçün öyle alın, bedenle ilgili yardımcı olmak adına yazdım çünkü ben tereddüt ederek aldım) 46 beden aldım tam oldu. boyu mankende durduğu gibi durdu. Bayıldım rengine duruşuna kumaşına tek kelimeyle harika. 2 günde elime ulaştı.👏👏👏",Trendyol Curve Siyah Kuşaklı Dokuma Düğmeli Midi Büyük Beden Gömlek Elbise TBBSS22AH0079
20 Temmuz 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 48,"zarif ve zayıf gösteriyor. 44 beden aldım. bana göğüsten biraz sıktığı için annem beğendi o giyecek. aynı gün 48 beden kalmamıştı, sonra güncellenince son 1 ürün kalmış 48 söyledim kendime inşallah bir defosu yırtığı yoktur.",Trendyol Curve Siyah Kuşaklı Dokuma Düğmeli Midi Büyük Beden Gömlek Elbise TBBSS22AH0079
26 Haziran 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 50,Hızlı kargo erken teslimat ve ürün çok güzel çok beğendim fakat üründe ağır bir koku vardı ilk geldiğinde yıkayınca geçiyor. 50 beden aldım 120 kg oldu ürün teşekkürler bol satışlar,Trendyol Curve Siyah Kuşaklı Dokuma Düğmeli Midi Büyük Beden Gömlek Elbise TBBSS22AH0079
24 Haziran 2022,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,Kötü yorumlara bakmayn kumaşı gayet güzel ben çok beğendm 44 bedenm arda kaldm 46 aldm tam üstüme oldu 160 boy 90 kilo 46 aldm tafsiye ederm günlük dğünede olur bence şık bir ayakkabıyla,Trendyol Curve Siyah Kuşaklı Dokuma Düğmeli Midi Büyük Beden Gömlek Elbise TBBSS22AH0079
07 Kasım 2023,Boy: 168cm,Kilo: 65kg,Beden: 42,"çok rahat ve şık,tam giy çık elbisesi😍",Trendyol Curve Siyah Kuşaklı Dokuma Düğmeli Midi Büyük Beden Gömlek Elbise TBBSS22AH0079
13 Ekim 2023,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 42,güzel ürün,Trendyol Curve Siyah Kuşaklı Dokuma Düğmeli Midi Büyük Beden Gömlek Elbise TBBSS22AH0079
05 Ekim 2023,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 44,Gayet rahat ve şık,Trendyol Curve Siyah Kuşaklı Dokuma Düğmeli Midi Büyük Beden Gömlek Elbise TBBSS22AH0079
26 Ağustos 2023,Boy: 168cm,Kilo: 92kg,Beden: 46,Kumaşı harika. Tam bedenime uygun oldu. İnanılmaz rahat ve zayıf gösteriyor. Hızlı teslimat ile geldi. Teşekkürler,Trendyol Curve Siyah Kuşaklı Dokuma Düğmeli Midi Büyük Beden Gömlek Elbise TBBSS22AH0079
24 Haziran 2023,Boy: 155cm,Kilo: 63kg,Bilgi mevcut değil,Paketleme ve kargo hızı gayet güzeldi. Sorunsuz bir şekilde elime ulaştı,Trendyol Curve Siyah Kuşaklı Dokuma Düğmeli Midi Büyük Beden Gömlek Elbise TBBSS22AH0079
22 Haziran 2023,Bilgi mevcut değil,Bilgi mevcut değil,Bilgi mevcut değil,48 numara sipariş ettim lakin 46 numara geldi yinede oldu ama 48 numara sipariş etmeme rağmen 46 beden gelmesi biraz üzdü,Trendyol Curve Siyah Kuşaklı Dokuma Düğmeli Midi Büyük Beden Gömlek Elbise TBBSS22AH0079
