Tarih,Boy,Kilo,Beden,Yorum,Ürün Adı
10 Mart 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 42,Kilolu görünmek istiyorsanız alın ayrıca elbisenin üst tarafı pot alt tarafı da biçimsiz duruyor çok basit beğenemedim tavsiye etmiyorum malesef iade,TRENDYOLMİLLA Kahverengi Düz Eteği Belden Açılan Aksesuar Detaylı Midi Dokuma Elbise TWOSS25EL00420
18 Şubat 2025,Boy: 165cm,Kilo: 55kg,Beden: 36,"Elbise çok güzel ama çok kısa boyum 1,62 ama bana bile çok kısa oldu o yüzden iade maalesef",TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
13 Kasım 2024,Bilgi mevcut değil,Bilgi mevcut değil,size: 38,Güzel elbise,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
14 Ekim 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 40,"Bayıldm ,çok iyi👍🏻",TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
03 Şubat 2025,Boy: 160cm,Kilo: 58kg,Beden: 36,Fotoğrafta göründüğü gibi çok güzel ♥️,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
27 Ocak 2025,Boy: 163cm,Kilo: 85kg,Beden: 42,"çok kısa ama güzel kumaşı ince tam oturdu vücuduma,bot ile sık olur",TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
31 Aralık 2024,Boy: 158cm,Kilo: 55kg,Beden: 36,"Bayıldımm, çok güzel 😊 1.58 53 kiloyum 36 tam oldu",TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
25 Aralık 2024,Boy: 163cm,Kilo: 79kg,Beden: 42,Çok tatlı 84 kg 42 beden çok güzel oldu,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
13 Aralık 2024,Boy: 163cm,Kilo: 54kg,Beden: 36,"Endirimdə almışdım,məhsulun görüntüsü çox gözəldi, boy 1.63 , çəki 54 S razmer ideal oldu. Sadəcə materialı çox nazikdi,yaz-payız ayları üçün idealdı",TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
30 Ekim 2024,Bilgi mevcut değil,Bilgi mevcut değil,size: 36,Gorundugunden bile guzel 55 kilo s aldim 1.64 boy dizimin izerinde oldu,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
20 Ekim 2024,Boy: 159cm,Kilo: 55kg,size: 36,"Fena değil, ama üst kısım o kadar fazla dar ki çıkarırken inanılmaz zorlayıcı. Görüntü olarak elbise güzel.",TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
13 Ekim 2024,Boy: 164cm,Kilo: 70kg,Beden: 40,Ürün zaten naylon yakıyor polyester bir ürüne bu fiyat çok. ek olarak geniş kalıplara uygun bir elbise değil. kalça ve baseniniz de varsa etek bölgesi hamile gibi gösteriyor.,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
05 Ekim 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 42,göğüs kısmı biraz dar ve kumaşı aşırı ince,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
31 Ocak 2025,Boy: 165cm,Kilo: 55kg,Beden: 38,Boyu bana çok kısa olduğu için iade ettim,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
24 Ocak 2025,Boy: 160cm,Kilo: 65kg,Beden: 38,Ürün çok güzel ama çok kısa geldi bana iade,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
23 Ocak 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 42,kumaşı duruşu çok güzel model olarakta güzel fakat çok kısa bu yüzden iade kısa sevenler hiç düşünmeden alsınlar,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
22 Ocak 2025,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 42,"yani çook güzel ama çooook kısa. baliketli iseniz gogus ve kalca etegi daha da kaldırıyor. vucudunuz düz ise etek dumduz iner daha uzun olacagi icin kullanabilirsiniz. ust kismi biraz dar. yine de cok hos, uzulerek iade",TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
20 Ocak 2025,Boy: 171cm,Kilo: 62kg,Beden: 38,Fiyata göre iyi bir elbise ama baya kısa oldu iade,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
16 Ocak 2025,Boy: 162cm,Kilo: 56kg,Beden: 38,Çok beğendiiiiimm. Çok güzel kendi bedeninizi alabilirsiniz ☺️,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
15 Ocak 2025,Boy: 172cm,Kilo: 55kg,Beden: 36,Etek kısmı çok kötü durdu,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
24 Aralık 2024,Boy: 163cm,Kilo: 77kg,Beden: 40,Etek kısmını sevmedim,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
24 Aralık 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 34,EFSANEEE ⭐️ Çok beğendim kurumsal iş yerimde giymek için aldım müthiş,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
26 Ekim 2024,Boy: 165cm,Kilo: 55kg,size: 36,Hanım hanımcık miniş bi elbise,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
22 Şubat 2025,Boy: 162cm,Kilo: 58kg,Beden: 38,Gayet güzel oldu üstüne kazak giyip etek olarak da kombinlenebilir,TRENDYOLMİLLA Siyah Balon Etek Gömlek Yaka Mini Dokuma Elbise TWOAW25EL00489
23 Haziran 2024,Boy: 166cm,Kilo: 94kg,Beden: 3XL,Güzl bir elbise tam beden veya bir beden küçük alınabilir,Trendyol Curve Siyah Kruvaze Yaka Askılı Örme Elbise TBBSS22EL1565
21 Haziran 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: XL,168 boy 73 kilo xl aldım sanki biraz bol gibi,Trendyol Curve Siyah Kruvaze Yaka Askılı Örme Elbise TBBSS22EL1565
15 Haziran 2024,Boy: 160cm,Kilo: 88kg,Beden: XL,tek kelime mükemmel 88 kilo xl harika oldu duruşu yapısı dokusu herşeyiyle harika gönül rahatlığıyla tercih edebilirsiniz teşekkür ederim trendyol curve,Trendyol Curve Siyah Kruvaze Yaka Askılı Örme Elbise TBBSS22EL1565
15 Haziran 2024,Boy: 162cm,Kilo: 68kg,Beden: 2XL,anneme aldım bayildiiii,Trendyol Curve Siyah Kruvaze Yaka Askılı Örme Elbise TBBSS22EL1565
29 Ağustos 2023,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 3XL,Elbise çok güzel ve çok rahat. Ben tam bedenimi aldım. Beli lastikli oldugu için bir beden küçük de alınabilir. Göğüs kısmı biraz açık kalıyor bundan rahatsız olursanız küçük bir dikişle veya çatal iğneyle rahatlıkla halledebilirsiniz.,Trendyol Curve Siyah Kruvaze Yaka Askılı Örme Elbise TBBSS22EL1565
