Tarih,Boy,Kilo,Beden,Yorum,Ürün Adı
19 Aralık 2024,Boy: 180cm,Kilo: 70kg,Beden: 42,Ürün çok güzel teşekkür ederim ama bir beden büyük alacağım çünkü zor giydim,Trendyol Curve Antrasit-Beyaz Kemerli Gömlek-Etek Büyük Beden Dokuma Elbise TBBAW25AH00068
17 Şubat 2025,Boy: 163cm,Kilo: 68kg,Beden: 44,Bedeni en az iki beden dar onun dışında güzel,Trendyol Curve Antrasit-Beyaz Kemerli Gömlek-Etek Büyük Beden Dokuma Elbise TBBAW25AH00068
19 Ekim 2024,Boy: 180cm,Kilo: 108kg,size: 50,güzel oldu. 180 boyum kg 123 bana bile yakıştı sevdim ben kilolu biri için değişik güzel bir parça tabi ne beklediginize çok bağlı ama bana göre hoş iç göstermiyor kemer detayi güzel,Trendyol Curve Antrasit-Beyaz Kemerli Gömlek-Etek Büyük Beden Dokuma Elbise TBBAW25AH00068
30 Aralık 2024,Boy: 168cm,Kilo: 121kg,Beden: 50,"F/P ürünü diyebiliriz ama Curve’nin elbiselerinde 50 beden giymeme rağmen kendi bedenim dar geldi. Fiyatı uygun, elbise güzel ve üst bedenleri olmadığı için iade etmedim.",Trendyol Curve Antrasit-Beyaz Kemerli Gömlek-Etek Büyük Beden Dokuma Elbise TBBAW25AH00068
16 Kasım 2024,Boy: 165cm,Kilo: 105kg,size: 50,Çok güzel bir ürün 105 kiloyum 50 aldım ama 48 de alsam olurmuş alt karnımı saklamadı için 1 beden büyük tercih ettim,Trendyol Curve Antrasit-Beyaz Kemerli Gömlek-Etek Büyük Beden Dokuma Elbise TBBAW25AH00068
09 Mart 2025,Boy: 170cm,Kilo: 100kg,Beden: 50,göbek kısmı çekiyor üstü kısa bu modellerde oburix gibi görünme riski var,Trendyol Curve Antrasit-Beyaz Kemerli Gömlek-Etek Büyük Beden Dokuma Elbise TBBAW25AH00068
22 Aralık 2024,Boy: 163cm,Kilo: 65kg,Beden: 46,Duruşunu beğenmedim iade,Trendyol Curve Antrasit-Beyaz Kemerli Gömlek-Etek Büyük Beden Dokuma Elbise TBBAW25AH00068
20 Aralık 2024,Bilgi mevcut değil,Bilgi mevcut değil,Beden: 46,Çok iyiii bayıldım öneriyorum 😍,Trendyol Curve Antrasit-Beyaz Kemerli Gömlek-Etek Büyük Beden Dokuma Elbise TBBAW25AH00068
22 Kasım 2024,Boy: 168cm,Kilo: 100kg,size: 50,Mankende gayet güzel duruyor kaliteli bir elbise aynı zamanda fakat göğüs ve omuz bölgeniz büyük ise tercih etmemelisiniz komik gibi şekilde hizmetçiye benziyorsunuz giydiğinizde o sebepten iade 🫠,Trendyol Curve Antrasit-Beyaz Kemerli Gömlek-Etek Büyük Beden Dokuma Elbise TBBAW25AH00068
02 Kasım 2024,Bilgi mevcut değil,Bilgi mevcut değil,size: 50,Güzel gözüküyor ancak kalıbı çok dar maalesef göbek bölgesi özellikle bu yüzden iade,Trendyol Curve Antrasit-Beyaz Kemerli Gömlek-Etek Büyük Beden Dokuma Elbise TBBAW25AH00068
27 Eylül 2024,Boy: 163cm,Kilo: 95kg,Beden: 44,Elbise çok güzel göğüsleriniz büyükse bir beden büyük almanızı tavsiye ederim,Trendyol Curve Antrasit-Beyaz Kemerli Gömlek-Etek Büyük Beden Dokuma Elbise TBBAW25AH00068
